Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,3296,35,7700.0,7553.294657159643,344.5479000220075,10034.440000075847,1065626.1107402912,5.503214819797656,0.058438264166540646,7700,8000,8300,8400,8800,9100,9400,10000,10000,10000,10000
POST,/api/customer/owners,745,5,5800.0,5782.938813688171,7.311200024560094,10050.72099994868,134.1208053691275,1.2439001944020796,0.008348323452362949,5800,6200,6400,6600,6900,7300,7600,7900,10000,10000,10000
GET,/api/customer/owners/1,243,0,5900.0,5758.405779011705,16.95700001437217,8091.770000057295,209.0,0.4057285197848393,0.0,5900,6300,6500,6700,7000,7200,7600,7900,8100,8100,8100
GET,/api/customer/owners/10,241,2,5900.0,5789.680151868789,47.1166999777779,10007.462300010957,291.80497925311204,0.40238919040389415,0.0033393293809451797,5900,6200,6400,6500,7000,7300,7600,8500,10000,10000,10000
GET,/api/customer/owners/2,242,1,5800.0,5707.954972312297,4.8476000083610415,10005.718100001104,213.72727272727272,0.40405885509436673,0.0016696646904725899,5900,6300,6500,6500,7000,7300,7600,7900,10000,10000,10000
GET,/api/customer/owners/3,242,0,5800.0,5682.503159917998,6.086800014600158,8097.406800021417,291.0,0.40405885509436673,0.0,5800,6200,6400,6600,7100,7400,7900,8000,8100,8100,8100
GET,/api/customer/owners/4,215,1,5800.0,5737.922799069066,6.50280003901571,10009.036400006153,207.72093023255815,0.3589779084516068,0.0016696646904725899,5800,6100,6400,6500,7100,7400,7600,7700,10000,10000,10000
GET,/api/customer/owners/5,259,1,5800.0,5753.245324710417,30.303800012916327,10006.422700011171,210.75675675675674,0.43244315483240076,0.0016696646904725899,5800,6200,6400,6600,7000,7200,7500,7800,10000,10000,10000
GET,/api/customer/owners/6,252,1,5800.0,5734.631103172433,6.33540004491806,10007.446299889125,282.4642857142857,0.4207555019990927,0.0016696646904725899,5800,6300,6500,6600,7000,7200,7500,8300,10000,10000,10000
GET,/api/customer/owners/7,249,1,5700.0,5643.255614055634,11.517800041474402,10009.198000072502,201.78313253012047,0.41574650792767487,0.0016696646904725899,5700,6100,6300,6500,6800,7100,7400,7400,10000,10000,10000
GET,/api/customer/owners/8,213,1,5900.0,5726.587542729505,8.679399965330958,10009.539699996822,208.71361502347418,0.35563857907066165,0.0016696646904725899,5900,6200,6500,6700,7100,7300,7600,8200,10000,10000,10000
GET,/api/customer/owners/9,245,1,5900.0,5735.738719594,5.897399969398975,10007.144900038838,215.72244897959183,0.40906784916578454,0.0016696646904725899,5900,6300,6600,6700,7100,7400,7500,8100,10000,10000,10000
GET,/api/vet/vets,1675,0,9,11.553170804295744,6.160799995996058,81.77409996278584,653.0,2.796688356541588,0.0,9,10,10,11,17,29,48,54,78,82,82
,Aggregated,8117,49,6300.0,5294.253704064808,4.8476000083610415,10050.72099994868,432925.78427990637,13.552668292566011,0.08181356983315691,6300,7000,7400,7700,8300,8700,9100,9400,10000,10000,10000
