Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,9728,9488,5,541.8974764495368,2.0755999721586704,10103.32659992855,35755.84375,32.59365567763374,31.78953588295528,5,6,7,7,9,6400,10000,10000,10000,10000,10000
POST,/api/customer/owners,2515,2428,52,588.6865712917515,3.4892999101430178,10076.967200031504,56.82743538767396,8.426505348401404,8.135011922830461,52,54,56,59,64,6000,10000,10000,10000,10000,10000
GET,/api/customer/owners/1,711,686,5,572.4727658234974,2.2126000840216875,10047.62780002784,151.10970464135022,2.3822048917349496,2.29844241312261,5,6,6,7,9,7100,10000,10000,10000,10000,10000
GET,/api/customer/owners/10,741,727,5,481.84516167584883,2.353499992750585,10058.151499950327,152.7017543859649,2.482719866069758,2.4358128780468475,5,6,7,7,8,4700,10000,10000,10000,10000,10000
GET,/api/customer/owners/2,720,702,5,486.2362118078939,2.4818999227136374,10093.46879995428,150.625,2.4123593840353923,2.3520503994345074,5,6,6,7,9,4900,10000,10000,10000,10000,10000
GET,/api/customer/owners/3,684,654,5,549.7911451746946,2.353499992750585,10064.855200005695,155.2280701754386,2.2917414148336226,2.1912264404988147,5,6,7,7,10,6100,10000,10000,10000,10000,10000
GET,/api/customer/owners/4,718,693,5,433.09355807645653,2.355000004172325,10044.000199995935,151.05431754874652,2.405658385746405,2.321895907134065,5,6,6,7,9,1800,10000,10000,10000,10000,10000
GET,/api/customer/owners/5,677,650,5,511.1509326441651,2.3897000355646014,10073.245299980044,151.47267355982274,2.2682879208221673,2.1778244439208403,5,6,7,7,10,5000,10000,10000,10000,10000,10000
GET,/api/customer/owners/6,760,744,5,454.5257307889283,2.411699970252812,10074.849000084214,151.82105263157894,2.5463793498151364,2.4927713635032385,5,6,6,7,9,4700,10000,10000,10000,10000,10000
GET,/api/customer/owners/7,757,728,5,565.9561122881736,2.1364999702200294,10044.693500036374,151.03038309114928,2.5363278523816555,2.439163377191341,5,6,7,7,9,6300,10000,10000,10000,10000,10000
GET,/api/customer/owners/8,709,688,5,494.3085881505078,2.509300014935434,10052.01029998716,150.7771509167842,2.3755038934459627,2.305143411411597,5,6,6,7,9,4800,10000,10000,10000,10000,10000
GET,/api/customer/owners/9,673,649,5,530.5055432389373,2.0426000701263547,10049.123600008897,151.3893016344725,2.254885924244193,2.174473944776347,5,6,7,7,9,6200,10000,10000,10000,10000,10000
GET,/api/vet/vets,4806,4501,5,5.995327319295459,2.2705000592395663,118.59019997064024,172.5561797752809,16.102498888436244,15.080596649365695,5,6,6,7,8,10,14,30,96,120,120
,Aggregated,24199,23338,5,430.16385991152885,2.0426000701263547,10103.32659992855,14458.853465019216,81.07872879760063,78.19394903419165,5,6,7,8,51,1600,10000,10000,10000,10000,10000
