Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,9596,9338,5,570.9003211028939,2.0237999269738793,10093.784100026824,39629.2959566486,32.14628511225086,31.281993578386672,5,6,6,7,9,7000,10000,10000,10000,10000,10000
POST,/api/customer/owners,2420,2348,52,552.8711852048474,3.0430000042542815,10070.548299932852,56.42851239669422,8.106920588958637,7.86572295160119,52,54,56,58,63,6000,10000,10000,10000,10000,10000
GET,/api/customer/owners/1,756,734,5,425.6843212967623,2.4013000074774027,10046.421800041571,150.74603174603175,2.532575192253194,2.4588759141717516,5,6,6,7,9,2600,10000,10000,10000,10000,10000
GET,/api/customer/owners/10,736,716,5,457.56981494212044,2.198199974372983,10037.412300007418,153.8858695652174,2.465575848542792,2.39857650483239,5,6,6,7,8,3200,10000,10000,10000,10000,10000
GET,/api/customer/owners/2,783,758,5,554.577794893452,2.1216999739408493,10044.55639992375,151.07535121328226,2.6230243062622365,2.539275126624234,5,6,7,7,9,6200,10000,10000,10000,10000,10000
GET,/api/customer/owners/3,709,690,5,374.7244719343657,2.507600001990795,10009.703299961984,152.80535966149506,2.3751267345337492,2.3114773580088674,5,6,7,7,9,1100,10000,10000,10000,10000,10000
GET,/api/customer/owners/4,732,720,5,544.1729969929019,2.4244000669568777,10076.82560000103,149.9672131147541,2.4521759798007117,2.41197637357447,5,6,6,7,8,7600,10000,10000,10000,10000,10000
GET,/api/customer/owners/5,751,726,5,492.57112263882294,2.5140000507235527,10044.258299982175,151.06391478029295,2.5158253563255935,2.432076176687591,5,6,6,7,9,4800,10000,10000,10000,10000,10000
GET,/api/customer/owners/6,728,698,5,566.2266693689162,2.3588000331074,10038.144699996337,154.52197802197801,2.438776111058631,2.3382770954930283,5,6,6,7,9,6300,10000,10000,10000,10000,10000
GET,/api/customer/owners/7,750,733,5,472.47764813356724,2.441400079987943,10037.395399995148,150.20133333333334,2.5124753891400733,2.4555259469862314,5,6,6,7,8,3700,10000,10000,10000,10000,10000
GET,/api/customer/owners/8,760,738,5,616.8499926298146,2.3278999142348766,10042.016699910164,150.73684210526315,2.545975060995274,2.472275782913832,5,6,7,7,9,8800,10000,10000,10000,10000,10000
GET,/api/customer/owners/9,712,694,5,454.646139746248,2.1244999952614307,10036.331199924462,150.6938202247191,2.3851766360903097,2.3248772267509477,5,6,6,7,9,3300,10000,10000,10000,10000,10000
GET,/api/vet/vets,4702,4379,5,5.838881178362107,2.126900013536215,98.16180006600916,175.24011059123777,15.751545706315499,14.669506305392508,5,6,6,7,8,9,13,33,60,98,98
,Aggregated,24135,23272,5,436.2795031157995,2.0237999269738793,10093.784100026824,15842.856308266004,80.85145802252755,77.96043634142372,5,6,7,8,51,1800,10000,10000,10000,10000,10000
