Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,9660,9410,5,552.0792652178806,2.166499965824187,10080.076799960807,38755.497722567285,32.366317245002094,31.52867963514179,5,6,7,7,10,6700,10000,10000,10000,10000,10000
POST,/api/customer/owners,2510,2414,52,577.1982912340599,3.613300039432943,10068.343400023878,57.12151394422311,8.409881602997437,8.088228760811083,52,54,57,59,64,5000,10000,10000,10000,10000,10000
GET,/api/customer/owners/1,675,645,5,453.00975762980266,2.578799962066114,10038.607600028627,151.66666666666666,2.261621546622817,2.1611050334395805,5,6,7,7,9,3000,10000,10000,10000,10000,10000
GET,/api/customer/owners/10,728,699,5,589.0765678561945,2.3328999523073435,10056.424399954267,155.69642857142858,2.439200719913201,2.3420347571694062,5,6,7,7,10,8100,10000,10000,10000,10000,10000
GET,/api/customer/owners/2,728,698,5,500.1214321414559,2.39569996483624,10043.05559990462,151.67857142857142,2.439200719913201,2.338684206729965,5,6,7,7,10,4900,10000,10000,10000,10000,10000
GET,/api/customer/owners/3,742,721,5,363.388940162117,2.267200034111738,10013.419499970041,153.0188679245283,2.486108426065378,2.4157468668371127,5,6,7,7,9,28,10000,10000,10000,10000,10000
GET,/api/customer/owners/4,704,682,5,417.65196406148874,2.6002000086009502,10053.49830002524,150.84375,2.358787509366612,2.2850753996989055,5,6,7,7,9,3100,10000,10000,10000,10000,10000
GET,/api/customer/owners/5,736,706,5,596.2856936130265,2.604300039820373,10040.496099973097,151.52717391304347,2.466005123428731,2.3654886102454946,5,6,7,7,10,9300,10000,10000,10000,10000,10000
GET,/api/customer/owners/6,721,690,5,569.3454822446588,2.48599995393306,10033.967499970458,154.7614424410541,2.4157468668371127,2.311879803214435,5,6,7,7,10,6600,10000,10000,10000,10000,10000
GET,/api/customer/owners/7,727,707,5,555.634823112468,2.026100060902536,10063.673700089566,150.45804676753784,2.4358501694737598,2.3688391606849355,5,6,7,7,9,8300,10000,10000,10000,10000,10000
GET,/api/customer/owners/8,730,699,5,532.6634368498823,2.1189000690355897,10022.550199995749,151.54794520547946,2.4459018207920837,2.3420347571694062,5,6,7,7,10,5600,10000,10000,10000,10000,10000
GET,/api/customer/owners/9,665,639,5,551.9013950375391,2.359899925068021,10032.04459999688,151.61954887218045,2.2281160422284048,2.1410017308029334,5,6,7,7,9,7000,10000,10000,10000,10000,10000
GET,/api/vet/vets,4805,4462,5,6.180314340049151,2.202000003308058,124.84740000218153,176.61997918834547,16.099394861515016,14.95015606078668,5,6,7,7,8,10,14,34,65,120,120
,Aggregated,24131,23172,6,434.42454710973,2.026100060902536,10080.076799960807,15600.67825618499,80.85213265415585,77.63895478273173,6,7,8,9,52,1800,10000,10000,10000,10000,10000
