Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1761351921,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1761351922,20,,Aggregated,0.000000,0.000000,32,33,33,33,37,400,400,400,400,400,400,20,18,32,50.375520024681464,27.083300054073334,402.1707000210881,74240.0
1761351923,40,,Aggregated,0.000000,0.000000,33,34,48,52,63,69,400,400,400,400,400,35,18,33,47.392468590156305,6.5784000325948,402.1707000210881,42572.0
1761351924,60,,Aggregated,19.000000,18.000000,40,69,780,800,1700,1800,1900,2000,2000,2000,2000,68,18,37,413.20971177329363,6.5784000325948,1991.730000008829,196449.76470588235
1761351925,100,,Aggregated,17.500000,9.000000,40,69,770,800,1700,1900,2000,2200,2200,2200,2200,79,18,40,412.470044310299,6.09829998575151,2159.8196999402717,206699.37974683545
1761351926,120,,Aggregated,14.666667,6.000000,52,780,1700,1800,2100,2500,2700,2900,3100,3100,3100,103,18,52,705.6589116516424,6.09829998575151,3119.820599909872,302557.0873786408
1761351927,140,,Aggregated,19.250000,4.500000,52,790,1700,1800,2200,2700,3000,3100,3300,3300,3300,108,18,52,731.7360231493324,6.09829998575151,3288.5719999903813,302302.787037037
1761351928,160,,Aggregated,17.000000,3.600000,63,1700,2000,2400,3100,3500,3800,3900,4000,4000,4000,136,18,62,1042.6722205901408,5.793299991637468,3980.235500028357,338270.5
1761351929,180,,Aggregated,17.500000,3.000000,60,1400,1900,2300,3000,3500,3800,3900,4000,4000,4000,145,18,60,980.2612496556007,5.793299991637468,3980.235500028357,317314.9310344828
1761351930,200,,Aggregated,16.857143,2.571429,710,2000,2900,3300,4200,4900,5400,5400,5500,5500,5500,178,18,710.0,1481.5804337051939,5.793299991637468,5516.389299998991,333533.01123595505
1761351931,200,,Aggregated,17.750000,2.250000,67,1900,2900,3300,4200,4900,5400,5400,5500,5500,5500,194,18,66,1431.2077969043833,5.793299991637468,5516.389299998991,313719.3711340206
1761351932,200,,Aggregated,17.666667,2.000000,400,2300,3300,4000,5200,5800,6000,6200,6300,6300,6300,221,18,400.0,1709.8803791829607,5.793299991637468,6332.201600074768,342592.4977375566
1761351933,200,,Aggregated,19.000000,1.800000,69,2200,3300,4000,5200,5800,6000,6200,6300,6300,6300,226,18,67,1672.2123345104665,5.793299991637468,6332.201600074768,335027.4646017699
1761351934,200,,Aggregated,17.700000,0.000000,770,2800,4000,4200,6000,7200,7500,7700,7900,7900,7900,245,18,770.0,2055.2230481604797,5.793299991637468,7893.298799986951,369659.0653061225
1761351935,200,,Aggregated,18.700000,0.000000,800,3000,4100,4900,6300,7400,8000,8700,8900,8900,8900,252,18,790.0,2230.009645632919,5.793299991637468,8921.348200063221,377073.1349206349
1761351936,200,,Aggregated,18.800000,0.000000,970,3300,4200,5400,7300,8100,8900,9000,9100,9100,9100,262,18,900.0,2448.6000538138915,5.793299991637468,9133.332199999131,402363.95801526716
1761351937,200,,Aggregated,16.800000,0.000000,1800,4000,5400,6000,8700,9300,10000,10000,10000,10000,10000,286,25,1700.0,2916.851427269712,5.793299991637468,10046.404300024733,384198.46853146853
1761351938,200,,Aggregated,17.200000,0.000000,1900,4200,6000,7300,9200,10000,10000,10000,10000,10000,10000,307,34,1900.0,3286.763093482433,5.793299991637468,10080.076799960807,357934.4299674267
1761351939,200,,Aggregated,15.700000,0.000000,2700,5500,7700,9100,10000,10000,10000,10000,10000,10000,10000,342,63,2700.0,3800.8651087691665,5.793299991637468,10080.076799960807,321326.3391812866
1761351940,200,,Aggregated,17.300000,0.800000,2800,6000,8900,9500,10000,10000,10000,10000,10000,10000,10000,392,111,2700.0,3981.5208058678354,2.997000003233552,10080.076799960807,280361.17091836734
1761351941,200,,Aggregated,17.000000,2.100000,2200,6000,9100,10000,10000,10000,10000,10000,10000,10000,10000,435,154,2200.0,3933.276808966786,2.997000003233552,10080.076799960807,252660.94942528737
1761351942,200,,Aggregated,19.300000,5.300000,840,5400,8900,9800,10000,10000,10000,10000,10000,10000,10000,511,230,840.0,3623.421054012224,2.997000003233552,10080.076799960807,215102.72602739726
1761351943,200,,Aggregated,21.000000,10.100000,69,5400,9000,10000,10000,10000,10000,10000,10000,10000,10000,574,293,67,3557.7029883277437,2.997000003233552,10080.076799960807,191508.42508710801
1761351944,200,,Aggregated,25.500000,15.200000,48,4100,8100,10000,10000,10000,10000,10000,10000,10000,10000,660,379,47,3277.21742030346,2.997000003233552,10080.076799960807,166572.31818181818
1761351945,200,,Aggregated,29.600000,21.900000,38,3800,7900,10000,10000,10000,10000,10000,10000,10000,10000,740,459,38,3139.9996728378323,2.997000003233552,10080.076799960807,148579.5027027027
1761351946,200,,Aggregated,37.000000,30.300000,28,2700,7200,9400,10000,10000,10000,10000,10000,10000,10000,826,545,28,2910.819712227022,2.997000003233552,10080.076799960807,133124.25423728814
1761351947,200,,Aggregated,42.700000,37.300000,9,1800,6000,9200,10000,10000,10000,10000,10000,10000,10000,916,635,9,2778.472585370764,2.997000003233552,10080.076799960807,120057.9290393013
1761351948,200,,Aggregated,49.600000,45.400000,7,64,5000,8900,10000,10000,10000,10000,10000,10000,10000,1015,734,7,2557.9517542857106,2.997000003233552,10080.076799960807,108360.721182266
1761351949,200,,Aggregated,58.300000,54.600000,7,53,4100,7900,10000,10000,10000,10000,10000,10000,10000,1112,831,7,2425.5940129493847,2.997000003233552,10080.076799960807,98920.21582733814
1761351950,200,,Aggregated,64.000000,62.400000,7,50,3000,6300,10000,10000,10000,10000,10000,10000,10000,1211,930,7,2244.89029735699,2.997000003233552,10080.076799960807,90844.2592898431
1761351951,200,,Aggregated,72.000000,71.200000,7,46,1800,5200,10000,10000,10000,10000,10000,10000,10000,1321,1040,7,2058.9253221040826,2.997000003233552,10080.076799960807,83290.8304314913
